Observe,Shannon,J,Group,study
60,2.95642294391029,0.722074778754275,Normal,Hale_17
60,2.96831789696432,0.724979994197982,Normal,Hale_17
97,3.47289351563122,0.759150366427603,Normal,Hale_17
107,3.89464367379812,0.833465939320374,Normal,Hale_17
100,3.59668525403151,0.78101027948434,Normal,Hale_17
108,3.5832396779921,0.765300993110552,Normal,Hale_17
118,4.17681926547942,0.875517791316428,Normal,Hale_17
83,3.43879647426437,0.778212381817293,Normal,Hale_17
60,2.67205196286288,0.652620198973359,Normal,Hale_17
84,3.53484487717104,0.797786285836469,Normal,Hale_17
81,2.97420714292791,0.676810002401678,CRC,Hale_17
106,3.74600023211253,0.803269895138575,Normal,Hale_17
62,2.81575227408899,0.682253595689064,Normal,Hale_17
